des_scom;des_eve;des_vin;famiglia_matrice;esito_matrice;mapping_esito;motivo_mapping;righe;ticket_unici;concessionari;esempio_evento_descrizione
PARZ/FIN;X-2;;;;NON_MAPPATO;famiglia non riconosciuta;9;6;DOMUSBET;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | PARZ/FIN | X-2
PARZIALE/FINALE;2-2;;;;NON_MAPPATO;famiglia non riconosciuta;9;4;BBET, MARATHON, SPORTBET, STARCASINO;CALCIO | ITALIA - I DIVISIONE | Frosinone Calcio - Juventus | PARZIALE/FINALE | 2-2
PARZIALE/FINALE;X-1;;;;NON_MAPPATO;famiglia non riconosciuta;9;5;SPORTBET, STANLEYBET, WILLIAMHILL;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | PARZIALE/FINALE | X-1
RIS. ESATTO 1 °T;0-2;;;;NON_MAPPATO;famiglia non riconosciuta;9;3;ADMIRAL;CALCIO | ASIA - AFF CUP | Timor Est - Vietnam | RIS. ESATTO 1 °T | 0-2
RIS. ESATTO MULTI ESITI 1;2-2 / 3-3 / 4-4;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL;CALCIO | SVIZZERA - I DIVISIONE | Servette FC - Basilea 1893 | RIS. ESATTO MULTI ESITI 1 | 2-2 / 3-3 / 4-4
RIS.ESATTO MULTIPLO 4;0-2 1-2 0-3 1-3;;;;NON_MAPPATO;famiglia non riconosciuta;9;5;BBET, DOMUSBET, STANLEYBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Rosenborg - Manchester United | RIS.ESATTO MULTIPLO 4 | 0-2 1-2 0-3 1-3
RISULTATO ESATTO TEMPO INFO1;ALTRO;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;9;7;BBET, SPORTBET, TOTOSI;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Derby County - Friburgo | RISULTATO ESATTO TEMPO INFO1 | ALTRO
SEGNA GOL;NESSUNO;;;;NON_MAPPATO;famiglia non riconosciuta;9;4;BBET, SPORTBET, STANLEYBET;CALCIO | AUSTRALIA - III DIVISIONE F. | Peninsula Power FC - The Gap | SEGNA GOL | NESSUNO
SET BETTING;2-3;;;;NON_MAPPATO;famiglia non riconosciuta;9;7;MARATHON, STARCASINO;VOLLEY | MONDO - NATIONS LEAGUE F. | Turchia - Canada | SET BETTING | 2-3
SQUADRA INFO1 SEGNA IN ENTRAMBI I TEMPI;No;;;;NON_MAPPATO;famiglia non riconosciuta;9;3;STARCASINO;CALCIO | PERU - I DIVISIONE | Alianza Atletico - Los Chankas CYC | SQUADRA INFO1 SEGNA IN ENTRAMBI I TEMPI | No
SQUADRA INFO1 SEGNA NEI 2 TEMPI;SI;;;;NON_MAPPATO;famiglia non riconosciuta;9;6;ADMIRAL;CALCIO | GERMANIA - I DIVISIONE | Bayern Monaco - Stoccarda | SQUADRA INFO1 SEGNA NEI 2 TEMPI | SI
U/O CARTELLINI INCONTRO;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;9;2;SPORTBET, STANLEYBET;CALCIO | ROMANIA - I DIVISIONE | Botosani - Rapid Bucarest | U/O CARTELLINI INCONTRO | UNDER
U/O CORNER;Under;;;;NON_MAPPATO;famiglia non riconosciuta;9;6;STARCASINO, WILLIAMHILL;CALCIO | PARAGUAY - II DIVISIONE | Club River Plate Asuncion - Martin Ledesma | U/O CORNER | Under
U/O INFO1 - SQ. INFO2;Under;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;STARCASINO, WILLIAMHILL;CALCIO | ASIA - AFF CUP | Timor Est - Vietnam | U/O INFO1 - SQ. INFO2 | Under
U/O INFO1 ACE GIOCATORE INFO2;Over;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;STARCASINO, WILLIAMHILL;TENNIS | TORNEO DI ESTORIL | Rublev, Andrey - van Assche, Luca | U/O INFO1 ACE GIOCATORE INFO2 | Over
U/O INFO1 BREAK;Over;;;;NON_MAPPATO;famiglia non riconosciuta;9;6;STARCASINO;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | U/O INFO1 BREAK | Over
U/O INFO1 GAME INFO2 SET;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;9;5;ADMIRAL;TENNIS | ITF ROMANIA | Kabeer Kapasi / Petro Kuzmenok v Thomas Gerbaud / Mihai David Haita | U/O INFO1 GAME INFO2 SET | OVER
U/O INFO1 GAMES GIOCATORE INFO2;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;9;3;MARATHON, STANLEYBET;TENNIS | CHALLENGER DI SVIZZERA | Rehberg, Max Hans - Matusevich, Anton | U/O INFO1 GAMES GIOCATORE INFO2 | UNDER
VINCE SET 1/PARTITA;G2 V/V: IL GIOCATORE DUE VINCE IL PRIMO SET E SUCCESSIVAMENTE VINCE L'INCONTRO;;;;NON_MAPPATO;famiglia non riconosciuta;9;8;STARCASINO;TENNIS | TORNEO DI PRAGA | Salkova, Dominika - Krejcikova, Barbora | VINCE SET 1/PARTITA | G2 V/V: IL GIOCATORE DUE VINCE IL PRIMO SET E SUCCESSIVAMENTE VINCE L'INCONTRO
VINCENTE;Antonelli A.K.;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, DOMUSBET, SPORTBET, STARCASINO, TOTOSI, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Monaco GARA | VINCENTE | Antonelli A.K.
VINCENTE;Aston Villa;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, DOMUSBET, STANLEYBET, STARCASINO;CALCIO | EUROPA - EUROPA LEAGUE | Europa League 2025/26 | VINCENTE | Aston Villa
VINCENTE;Atalanta;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, DOMUSBET, SPORTBET, STARCASINO;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | VINCENTE | Atalanta
VINCENTE;Atletico Madrid;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, SPORTBET, STANLEYBET;CALCIO | SPAGNA - I DIVISIONE | Liga 2026/2027 | VINCENTE | Atletico Madrid
VINCENTE;BARCELLONA;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;BBET, DOMUSBET, STANLEYBET, STARCASINO;CALCIO | SPAGNA - I DIVISIONE | Liga 2025/2026 | VINCENTE | BARCELLONA
VINCENTE;BUF Bills;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;BBET, DOMUSBET, STARCASINO, WILLIAMHILL;FOOTBALL AMERICANO | USA - CAMPIONATO NFL | Afc East 2026/27 | VINCENTE | BUF Bills
VINCENTE;Boca Juniors;;;;NON_MAPPATO;famiglia non riconosciuta;9;7;ADMIRAL, BBET, STANLEYBET, STARCASINO, TOTOSI;CALCIO | ARGENTINA - COPPA | Copa Argentina 2026 | VINCENTE | Boca Juniors
VINCENTE;Kylian Mbappe;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;BBET, DOMUSBET, MARATHON, SPORTBET, STARCASINO;CALCIO | PALLONE D'ORO FIFA | Pallone D oro 2026 | VINCENTE | Kylian Mbappe
VINCENTE;LA Lakers;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, DOMUSBET;BASKET | USA - NBA | NBA 2026/27 Pacific Division | VINCENTE | LA Lakers
VINCENTE;Lenny Martinez;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | VINCENTE | Lenny Martinez
VINCENTE;Valentin Paret-Peintre;;;;NON_MAPPATO;famiglia non riconosciuta;9;9;ADMIRAL, BBET, DOMUSBET, STANLEYBET, STARCASINO, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | VINCENTE | Valentin Paret-Peintre
X2 O UN INFO1;NO;;;;NON_MAPPATO;famiglia non riconosciuta;9;3;ADMIRAL;CALCIO | SVIZZERA - I DIVISIONE | Lucerna - Thun | X2 O UN INFO1 | NO
12+U/O INFO1;12 + UN;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;DOMUSBET;CALCIO | IRLANDA - II DIVISIONE | UC Dublin - Cork City | 12+U/O INFO1 | 12 + UN
1X - INFO1°T;1X;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;MARATHON;CALCIO | ROMANIA - I DIVISIONE | Uta Arad - ASC Otelul Galati | 1X - INFO1°T | 1X
CAPOCANNONIERE SQUADRA;Ismael Saibari;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL;CALCIO | MONDO - MONDIALI | MAROCCO (Mondiale 2026) | CAPOCANNONIERE SQUADRA | Ismael Saibari
HANDICAP CORNER;1;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;360BET, SPORTBET;CALCIO | USA - I DIVISIONE | Columbus Crew - Cincinnati | HANDICAP CORNER | 1
MIGLIORE DEL GRUPPO;Hulkenberg N.;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;360BET, DOMUSBET, MARATHON;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Hungaroring PROVE LIBERE 2 | MIGLIORE DEL GRUPPO | Hulkenberg N.
OVER INFO1 CASA + OVER INFO2 OSPITE;Si;;;;NON_MAPPATO;famiglia non riconosciuta;8;4;STARCASINO;CALCIO | CILE - I DIVISIONE F. | Club Deportivo Magallanes - Deportes Temuco | OVER INFO1 CASA + OVER INFO2 OSPITE | Si
PARZIALE/FINALE + UNDER/OVER;1/1+OVER;;U/O Gol;;NON_MAPPATO;etichetta non riconosciuta per famiglia U/O Gol;8;5;SPORTBET, STANLEYBET;CALCIO | REP. CECA- I DIVISIONE | Viktoria Plzen - FC Slovan Liberec | PARZIALE/FINALE + UNDER/OVER | 1/1+OVER
PRIMA SOSTITUZIONE;TEMPO 2;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;DOMUSBET;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | PRIMA SOSTITUZIONE | TEMPO 2
RIS. ESATTO 1 °T;0-0;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;ADMIRAL;CALCIO | GARA AMICHEVOLE | Bournemouth - St. Pauli | RIS. ESATTO 1 °T | 0-0
RIS. ESATTO 1 °T;0-1;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;ADMIRAL;CALCIO | GARA AMICHEVOLE | Swansea City - Udinese | RIS. ESATTO 1 °T | 0-1
RIS. ESATTO 1 °T;1-0;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;ADMIRAL;CALCIO | AUSTRALIA - II DIVISIONE | Manly United - Sydney Olympic | RIS. ESATTO 1 °T | 1-0
RIS. ESATTO MULTI ESITI 1;3-0 / 3-1 / 3-2;;;;NON_MAPPATO;famiglia non riconosciuta;8;7;ADMIRAL;CALCIO | FINLANDIA - I DIVISIONE | Jaro - Seinajoen | RIS. ESATTO MULTI ESITI 1 | 3-0 / 3-1 / 3-2
RIS. ESATTO MULTI ESITI 4;0-0 / 1-1 / 0-1 / 1-0;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL;CALCIO | ITALIA - I DIVISIONE | Venezia - Lecce | RIS. ESATTO MULTI ESITI 4 | 0-0 / 1-1 / 0-1 / 1-0
RIS.ESATTO MULTIPLO 4;4-0 4-1 4-2 4-3;;;;NON_MAPPATO;famiglia non riconosciuta;8;4;STANLEYBET;CALCIO | GARA AMICHEVOLE | Derby County - Friburgo | RIS.ESATTO MULTIPLO 4 | 4-0 4-1 4-2 4-3
SEGNA GOL;OSPITE;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;BBET, DOMUSBET, STANLEYBET, TOTOSI;CALCIO | ARGENTINA - II DIVISIONE | CA Colegiales - CA San Miguel | SEGNA GOL | OSPITE
SET BETTING A 3;2-0;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL;TENNIS | TORNEO DI ESTORIL | Rublev, Andrey - van Assche, Luca | SET BETTING A 3 | 2-0
SOMMA GOAL;4;;;;NON_MAPPATO;famiglia non riconosciuta;8;5;ADMIRAL;CALCIO | GARA AMICHEVOLE | Galatasaray - AC Monza | SOMMA GOAL | 4
SOMMA GOAL - TEMPO;>2;;;;NON_MAPPATO;famiglia non riconosciuta;8;1;STARCASINO;CALCIO | ROMANIA - I DIVISIONE | Cluj - Voluntari | SOMMA GOAL - TEMPO | >2
T/T HANDICAP;1;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;TOTOSI, WILLIAMHILL;BASKET | AUSTRALIA - NBL1 F. | Warwick Senators - Goldfields Giants | T/T HANDICAP | 1
T/T INFO1 HANDICAP;1;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;MARATHON, STARCASINO;BASKET | AUSTRALIA - NBL1 | Joondalup Wolves - Mandurah Magic | T/T INFO1 HANDICAP | 1
TOTALE CORNER CASA TEMPO;2;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;STANLEYBET;CALCIO | CINA - I DIVISIONE | Qingdao Hainiu FC - Tianjin Teda | TOTALE CORNER CASA TEMPO | 2
U/O 180;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;1;DOMUSBET;FRECCETTE | MONDO - MODUS ICONS OF DARTS LEAGUE | Aldridge, Jack - Tweddell, Jack | U/O 180 | OVER
U/O INFO1 CORNER SQUADRA INFO2;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;DOMUSBET, STANLEYBET;CALCIO | PERU - I DIVISIONE | COMERCIANTES UNIDOS - Alianza Lima | U/O INFO1 CORNER SQUADRA INFO2 | UNDER
U/O INFO1 GAMES INFO2 SET;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;DOMUSBET;TENNIS | TORNEO DEL PORTOGALLO | Burruchaga, Roman Andres - Blockx, Alexander | U/O INFO1 GAMES INFO2 SET | OVER
U/O INFO1 GAMES SET INFO2;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;BBET, MARATHON, SPORTBET;TENNIS | TORNEO DI AMBURGO | Sherif Ahmed Abdelaziz, Maiar - Badosa, Paula | U/O INFO1 GAMES SET INFO2 | UNDER
U/O INFO1 SQUADRA INFO2 INFO3 °T;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;5;ADMIRAL;CALCIO | UZBEKISTAN - II DIVISIONE | FK Aral Samali - Shurtan | U/O INFO1 SQUADRA INFO2 INFO3 °T | OVER
U/O PALI&TRAVERSE T.R;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;DOMUSBET;CALCIO | ITALIA - I DIVISIONE | Frosinone - Juventus | U/O PALI&TRAVERSE T.R | OVER
U/O PUNTI (INCL. T.S.);OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;360BET, BBET, TOTOSI;BASKET | AUSTRALIA - CAMPIONATO BIG V | Pakenham - Warrandyte Venom | U/O PUNTI (INCL. T.S.) | OVER
U/O PUNTI (INCL. TS);OVER;;;;NON_MAPPATO;famiglia non riconosciuta;8;4;STANLEYBET;BASKET | AUSTRALIA - NBL1 | Joondalup Wolves - Mandurah Magic | U/O PUNTI (INCL. TS) | OVER
VINCENTE;1;;;;NON_MAPPATO;famiglia non riconosciuta;8;7;ADMIRAL;CALCIO | EUROPA - CONFERENCE LEAGUE | Crystal Palace - Rayo Vallecano | VINCENTE | 1
VINCENTE;1   Tadej Pogacar 2   Isaac Del Toro;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour de France 2026 - Accoppiata in Ordine | VINCENTE | 1 Tadej Pogacar 2 Isaac Del Toro
VINCENTE;BRASILE;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL, DOMUSBET, SPORTBET, STANLEYBET;CALCIO | MONDO - MONDIALI | Mondiali 2026 | VINCENTE | BRASILE
VINCENTE;Inghilterra;;;;NON_MAPPATO;famiglia non riconosciuta;8;6;ADMIRAL, STANLEYBET, STARCASINO;CALCIO | EUROPA - UEFA NATIONS LEAGUE | Europa Nations League 2026/2027 | VINCENTE | Inghilterra
VINCENTE;Mclaren;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL, MARATHON, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Costruttori 2026 | VINCENTE | Mclaren
VINCENTE;Michael Olise;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | PALLONE D'ORO FIFA | Pallone D oro 2026 | VINCENTE | Michael Olise
VINCENTE;Racing Santander;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;ADMIRAL, DOMUSBET, STARCASINO;CALCIO | SPAGNA - II DIVISIONE | LaLiga 2 2025/2026 | VINCENTE | Racing Santander
VINCENTE;The New Saints;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;DOMUSBET, SPORTBET, STARCASINO;CALCIO | GALLES - I DIVISIONE | Premier League 2026/27 | VINCENTE | The New Saints
VINCENTE INFO AGG;Fiorentina;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | VINCENTE INFO AGG | Fiorentina
VINCENTE INFO AGG;PSG;;;;NON_MAPPATO;famiglia non riconosciuta;8;8;WILLIAMHILL;CALCIO | FRANCIA - I DIVISIONE | Ligue 1 2026/2027 | VINCENTE INFO AGG | PSG
X ALMENO UN TEMPO;SI;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;STANLEYBET;CALCIO | GARA AMICHEVOLE | Aubagne - SC Bastia | X ALMENO UN TEMPO | SI
X O OV INFO1;SI;;;;NON_MAPPATO;famiglia non riconosciuta;8;2;ADMIRAL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | X O OV INFO1 | SI
X2 + MULTIGOAL;X2+ MULTIGOAL;;;;NON_MAPPATO;famiglia non riconosciuta;8;5;STARCASINO, WILLIAMHILL;CALCIO | BRASILE - I DIVISIONE | Gremio - Fluminense | X2 + MULTIGOAL | X2+ MULTIGOAL
12 + U/O TEMPO;12 + UN;;;;NON_MAPPATO;famiglia non riconosciuta;7;1;BBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Rosenborg - Manchester United | 12 + U/O TEMPO | 12 + UN
2 O GG;SI;;;;NON_MAPPATO;famiglia non riconosciuta;7;1;SPORTBET;CALCIO | AUSTRIA - COPPA | SV Leobendorf - SCR Altach | 2 O GG | SI
GG PLUS;Si;;;;NON_MAPPATO;famiglia non riconosciuta;7;2;STARCASINO;CALCIO | ITALIA - I DIVISIONE | Udinese - Como | GG PLUS | Si
GIOCATORE INFO1 O SUO SOSTITUTO IN ALMENO 1 ASSIST,ALMENO 1 GOL E ALMENO 1 CARTELLINO (INC.TS.);SI;;;;NON_MAPPATO;famiglia non riconosciuta;7;1;DOMUSBET;CALCIO | MONDO - MONDIALI | Spagna - Argentina | GIOCATORE INFO1 O SUO SOSTITUTO IN ALMENO 1 ASSIST,ALMENO 1 GOL E ALMENO 1 CARTELLINO (INC.TS.) | SI
GIOCATORE O SUO SOSTITUTO SEGNA O COLPISCE PALO/TRAVERSA;SI;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;MARATHON;CALCIO | ARGENTINA - I DIVISIONE | Gimnasia y Esgrima Mendoza - Central Cordoba | GIOCATORE O SUO SOSTITUTO SEGNA O COLPISCE PALO/TRAVERSA | SI
MIGLIORE DEL GRUPPO;Piastri O.;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;MARATHON;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Spa Francorchamps GARA | MIGLIORE DEL GRUPPO | Piastri O.
OVER INFO1 CASA + UNDER INFO2 OSPITE;SI;;;;NON_MAPPATO;famiglia non riconosciuta;7;3;SPORTBET, STANLEYBET, WILLIAMHILL;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | OVER INFO1 CASA + UNDER INFO2 OSPITE | SI
PARZ/FINALE X/12 SI/NO;SI;;;;NON_MAPPATO;famiglia non riconosciuta;7;4;ADMIRAL;CALCIO | SERBIA - I DIVISIONE | FK IMT Novi Beograd - FK Zemun | PARZ/FINALE X/12 SI/NO | SI
RIS. ESATTO MULTI ESITI 5;2-0 / 3-0 / 4-0;;;;NON_MAPPATO;famiglia non riconosciuta;7;6;ADMIRAL;CALCIO | ITALIA - I DIVISIONE | Inter - AC Monza | RIS. ESATTO MULTI ESITI 5 | 2-0 / 3-0 / 4-0
RIS.ESATTO MULTIPLO 4;2-2 2-3 3-2 3-3;;;;NON_MAPPATO;famiglia non riconosciuta;7;2;STANLEYBET;CALCIO | ISLANDA - II DIVISIONE | Volsungur - Grindavik | RIS.ESATTO MULTIPLO 4 | 2-2 2-3 3-2 3-3
SCUDERIA DEL VINCENTE;Ferrari;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;360BET, ADMIRAL, STARCASINO, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | GP Hungaroring GARA | SCUDERIA DEL VINCENTE | Ferrari
SEGNA GOAL;TEAM 2;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | ASIA - AFF CUP | Timor Est - Vietnam | SEGNA GOAL | TEAM 2
T/T INCL. TS;1;;;;NON_MAPPATO;famiglia non riconosciuta;7;5;DOMUSBET;BASKET | AUSTRALIA - NBL1 | Joondalup Wolves - Mandurah Magic | T/T INCL. TS | 1
TOT. ANGOLI SQUADRA 2;>6;;;;NON_MAPPATO;famiglia non riconosciuta;7;3;ADMIRAL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | TOT. ANGOLI SQUADRA 2 | >6
TOTALE CORNER (5 ESITI);> DI 14;;;;NON_MAPPATO;famiglia non riconosciuta;7;3;MARATHON;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | TOTALE CORNER (5 ESITI) | > DI 14
U/O + GG/NG;NG+UN;;;;NON_MAPPATO;famiglia non riconosciuta;7;3;BBET, DOMUSBET;CALCIO | ISLANDA - I DIVISIONE | Vikingur Reykjavik - Keflavik IF | U/O + GG/NG | NG+UN
U/O INFO1 BREAK MATCH;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;7;4;DOMUSBET;TENNIS | TORNEO DI PRAGA | Tagger, Lilli - Bejlek, Sara | U/O INFO1 BREAK MATCH | OVER
U/O INFO1 CARTELLINI (T.R.);OVER;;;;NON_MAPPATO;famiglia non riconosciuta;7;3;DOMUSBET;CALCIO | ARGENTINA - I DIVISIONE | Gimnasia y Esgrima Mendoza - Central Cordoba | U/O INFO1 CARTELLINI (T.R.) | OVER
U/O INFO1 PUNTI COMPRESI EXTRA INNING;Over;;;;NON_MAPPATO;famiglia non riconosciuta;7;1;STARCASINO;BASEBALL | AMERICA - MAJOR LEAGUE | Texas Rangers - Seattle Mariners | U/O INFO1 PUNTI COMPRESI EXTRA INNING | Over
UNDER/OVER;Under;;U/O Gol;;NON_MAPPATO;etichetta non riconosciuta per famiglia U/O Gol;7;7;STARCASINO;BASEBALL | TAIWAN - I DIVISIONE | Rakuten Monkeys - Fubon Guardians | UNDER/OVER | Under
VINCENTE;1   Tadej Pogacar 2   Paul Seixas;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;DOMUSBET, STANLEYBET, STARCASINO, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour de France 2026 - Accoppiata in Ordine | VINCENTE | 1 Tadej Pogacar 2 Paul Seixas
VINCENTE;ATL Dream;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;DOMUSBET, SPORTBET;BASKET | USA - WNBA | WNBA 2026 | VINCENTE | ATL Dream
VINCENTE;Antonio Tiberi;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, STANLEYBET, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour de France 2026 | VINCENTE | Antonio Tiberi
VINCENTE;Di Giannantonio F.;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Di Giannantonio F.
VINCENTE;Germania;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, DOMUSBET, SPORTBET, STARCASINO;CALCIO | EUROPA - UEFA NATIONS LEAGUE | Europa Nations League 2026/2027 | VINCENTE | Germania
VINCENTE;NEW YORK KNICKS;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, STANLEYBET, STARCASINO, WILLIAMHILL;BASKET | USA - NBA | NBA - 2025/26 | VINCENTE | NEW YORK KNICKS
VINCENTE;NY Knicks;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, MARATHON, WILLIAMHILL;BASKET | USA - NBA | NBA - 2026/27 | VINCENTE | NY Knicks
VINCENTE;Nuno Borges;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;DOMUSBET, SPORTBET, WILLIAMHILL;TENNIS | TORNEO DI ESTORIL | ATP Estoril 2026 | VINCENTE | Nuno Borges
VINCENTE;Psg;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, DOMUSBET, STANLEYBET;CALCIO | EUROPA - CHAMPIONS LEAGUE | UEFA Champions League 25/26 | VINCENTE | Psg
VINCENTE;Tom Pidcock;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, BBET, STANLEYBET;CICLISMO | TOUR DE FRANCE | Tour de France 2026 | VINCENTE | Tom Pidcock
VINCENTE;Vingegaard J.;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;ADMIRAL, STARCASINO, WILLIAMHILL;CICLISMO | GIRO D'ITALIA | Giro d Italia 2026 - Classifica Generale | VINCENTE | Vingegaard J.
VINCENTE INFO AGG;Bayern Monaco;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;WILLIAMHILL;CALCIO | GERMANIA - I DIVISIONE | Bundesliga 2026/2027 | VINCENTE INFO AGG | Bayern Monaco
VINCENTE INFO AGG;Man City;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;WILLIAMHILL;CALCIO | INGHILTERRA - I DIVISIONE | Premier League 26/27 | VINCENTE INFO AGG | Man City
VINCENTE INFO AGG;West Ham;;;;NON_MAPPATO;famiglia non riconosciuta;7;7;WILLIAMHILL;CALCIO | INGHILTERRA - II DIVISIONE | Championship 2026/27 | VINCENTE INFO AGG | West Ham
2 O OV TEMPO;SI;;;;NON_MAPPATO;famiglia non riconosciuta;6;2;BBET, STANLEYBET;CALCIO | BULGARIA - I DIVISIONE | FC Arda Kardzhali - PFC Slavia Sofia | 2 O OV TEMPO | SI
CASA VINCE A 0;NO;;;;NON_MAPPATO;famiglia non riconosciuta;6;6;BBET, DOMUSBET, MARATHON, SPORTBET;CALCIO | ITALIA - I DIVISIONE | Roma - Fiorentina | CASA VINCE A 0 | NO
COMBO GG/NG 1°T/2°T;NG/GG;;;;NON_MAPPATO;famiglia non riconosciuta;6;2;DOMUSBET;CALCIO | IRLANDA - I DIVISIONE | St Patricks - Dundalk | COMBO GG/NG 1°T/2°T | NG/GG
GOL FUORI AREA;SI;;;;NON_MAPPATO;famiglia non riconosciuta;6;2;DOMUSBET;CALCIO | EUROPA - CONFERENCE LEAGUE | Sporting Braga - FK Zeleznicar Pancevo | GOL FUORI AREA | SI
